Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
La Rioja,50375,7800,14400,NA,72575,63416,87.4,NA,20966,2021-03-31,319914,0.0655363628975287
Melilla,7830,1200,3900,NA,12930,10413,80.5,NA,2423,2021-03-31,87076,0.02782626670954109
País Vasco,314550,52900,100200,NA,467650,370971,79.3,NA,105534,2021-03-31,2220504,0.047527047913446675
Principado de Asturias,203315,32700,46000,NA,282015,225915,80.1,NA,87093,2021-03-31,1018784,0.0854872082796746
Región de Murcia,197285,29400,68100,NA,294785,237224,80.5,NA,85655,2021-03-31,1511251,0.05667820898050688
Andalucía,1098720,168000,381600,NA,1648320,1483868,90,NA,514632,2021-04-01,8464411,0.060799505128000045
Aragón,209745,35300,59900,NA,304945,258902,84.9,NA,93627,2021-04-01,1329391,0.0704284894361403
Cantabria,97845,15300,26200,NA,139345,114080,81.9,NA,44056,2021-04-01,582905,0.07558006879337113
Castilla y León,463035,78300,108100,NA,649435,554254,85.3,NA,207364,2021-04-01,2394918,0.08658501042624424
Castilla-La Mancha,300555,49600,92200,NA,442355,356085,80.5,NA,122854,2021-04-01,2045221,0.060068814079260874
Cataluña,1027880,168400,350800,NA,1547080,1353057,87.5,NA,431509,2021-04-01,7780479,0.055460467151186965
Ceuta,7830,1300,3900,NA,13030,11226,86.2,NA,3601,2021-04-01,84202,0.042766205078264174
Comunidad de Madrid,838815,136100,305800,NA,1280715,1092992,85.3,NA,376909,2021-04-01,6779888,0.05559221627259919
Comunidad Foral de Navarra,95505,15400,29800,NA,140705,121389,86.3,NA,39638,2021-04-01,661197,0.05994885034263616
Comunidad Valenciana,586360,96800,228100,NA,911260,821536,90.2,NA,257143,2021-04-01,5057353,0.05084537306373512
Extremadura,178505,28100,47900,NA,254505,231560,91,NA,76693,2021-04-01,1063987,0.07208076790411913
Galicia,427165,73600,121900,NA,622665,498870,80.1,NA,162397,2021-04-01,2701819,0.0601065430363766
Islas Baleares,112680,18000,52700,NA,183380,160884,87.7,NA,45509,2021-04-01,1171543,0.03884535181380453
Islas Canarias,232800,35800,98100,NA,366700,315167,85.9,NA,108593,2021-04-01,2175952,0.04990597219056303
La Rioja,50375,7800,14400,NA,72575,65886,90.8,NA,21980,2021-04-01,319914,0.06870596472802065
Melilla,7830,1200,3900,NA,12930,10413,80.5,NA,2423,2021-04-01,87076,0.02782626670954109
País Vasco,314550,52900,100200,NA,467650,370971,79.3,NA,105534,2021-04-01,2220504,0.047527047913446675
Principado de Asturias,203315,32700,46000,NA,282015,234491,83.1,NA,89604,2021-04-01,1018784,0.08795191129817508
Región de Murcia,197285,29400,68100,NA,294785,246425,83.6,NA,87958,2021-04-01,1511251,0.05820211202507062
Andalucía,1098720,168000,381600,NA,1648320,1503567,91.2,NA,521910,2021-04-03,8464411,0.06165934050225113
Aragón,209745,35300,59900,NA,304945,265619,87.1,NA,96792,2021-04-03,1329391,0.07280927883519596
Cantabria,97845,15300,26200,NA,139345,120335,86.4,NA,44814,2021-04-03,582905,0.07688045221777133
Castilla y León,463035,78300,108100,NA,649435,562643,86.6,NA,208312,2021-04-03,2394918,0.08698084861360597
Castilla-La Mancha,300555,49600,92200,NA,442355,382287,86.4,NA,130907,2021-04-03,2045221,0.0640062858732626
Cataluña,1027880,168400,350800,NA,1547080,1353057,87.5,NA,431509,2021-04-03,7780479,0.055460467151186965
Ceuta,7830,1300,3900,NA,13030,11226,86.2,NA,3601,2021-04-03,84202,0.042766205078264174
Comunidad de Madrid,838815,136100,305800,NA,1280715,1125861,87.9,NA,377302,2021-04-03,6779888,0.05565018183191227
Comunidad Foral de Navarra,95505,15400,29800,NA,140705,121389,86.3,NA,39638,2021-04-03,661197,0.05994885034263616
Comunidad Valenciana,586360,96800,228100,NA,911260,864575,94.9,NA,262265,2021-04-03,5057353,0.05185815583764867
Extremadura,178505,28100,47900,NA,254505,233822,91.9,NA,76769,2021-04-03,1063987,0.07215219734827587
Galicia,427165,73600,121900,NA,622665,524134,84.2,NA,170558,2021-04-03,2701819,0.06312710066810545
Islas Baleares,112680,18000,52700,NA,183380,173015,94.3,NA,49234,2021-04-03,1171543,0.04202491927312954
Islas Canarias,232800,35800,98100,NA,366700,318372,86.8,NA,108921,2021-04-03,2175952,0.050056710809797275
La Rioja,50375,7800,14400,NA,72575,67487,93,NA,23560,2021-04-03,319914,0.07364479203786017
Melilla,7830,1200,3900,NA,12930,10413,80.5,NA,2423,2021-04-03,87076,0.02782626670954109
País Vasco,314550,52900,100200,NA,467650,370971,79.3,NA,105534,2021-04-03,2220504,0.047527047913446675
Principado de Asturias,203315,32700,46000,NA,282015,242053,85.8,NA,91655,2021-04-03,1018784,0.08996509564343375
Región de Murcia,197285,29400,68100,NA,294785,256379,87,NA,90452,2021-04-03,1511251,0.05985240042851915
Andalucía,1098720,168000,381600,NA,1648320,1517023,92,NA,522041,2021-04-05,8464411,0.061674817066420806
Aragón,209745,35300,59900,NA,304945,265649,87.1,NA,96812,2021-04-05,1329391,0.07282432331797041
Cantabria,97845,15300,26200,NA,139345,120751,86.7,NA,44814,2021-04-05,582905,0.07688045221777133
Castilla y León,463035,78300,108100,NA,649435,572774,88.2,NA,208338,2021-04-05,2394918,0.08699170493520028
Castilla-La Mancha,300555,49600,92200,NA,442355,391798,88.6,NA,131200,2021-04-05,2045221,0.06414954667490702
Cataluña,1027880,168400,350800,NA,1547080,1441264,93.2,NA,439817,2021-04-05,7780479,0.05652826773261646
Ceuta,7830,1300,3900,NA,13030,12616,96.8,NA,3633,2021-04-05,84202,0.04314624355716016
Comunidad de Madrid,838815,136100,305800,NA,1280715,1144369,89.4,NA,377368,2021-04-05,6779888,0.05565991650599538
Comunidad Foral de Navarra,95505,15400,29800,NA,140705,121389,86.3,NA,39638,2021-04-05,661197,0.05994885034263616
Comunidad Valenciana,586360,96800,228100,NA,911260,870686,95.5,NA,262860,2021-04-05,5057353,0.05197580631607088
Extremadura,178505,28100,47900,NA,254505,236428,92.9,NA,76771,2021-04-05,1063987,0.07215407707049053
Galicia,427165,73600,121900,NA,622665,540723,86.8,NA,171172,2021-04-05,2701819,0.06335435497344567
Islas Baleares,112680,18000,52700,NA,183380,175308,95.6,NA,49354,2021-04-05,1171543,0.042127348291953436
Islas Canarias,232800,35800,98100,NA,366700,323880,88.3,NA,109212,2021-04-05,2175952,0.05019044537747156
La Rioja,50375,7800,14400,NA,72575,67487,93,NA,23560,2021-04-05,319914,0.07364479203786017
Melilla,7830,1200,3900,NA,12930,11201,86.6,NA,2430,2021-04-05,87076,0.02790665625430658
País Vasco,314550,52900,100200,NA,467650,370972,79.3,NA,105535,2021-04-05,2220504,0.047527498261655914
Principado de Asturias,203315,32700,46000,NA,282015,250132,88.7,NA,92794,2021-04-05,1018784,0.09108309514087383
Región de Murcia,197285,29400,68100,NA,294785,258999,87.9,NA,90458,2021-04-05,1511251,0.0598563706492171
Andalucía,1283580,168000,564800,NA,2016380,1557660,77.3,1032500,525160,2021-04-06,8464411,0.062043301063712523
Aragón,250695,35300,88700,NA,374695,270285,72.1,173380,96905,2021-04-06,1329391,0.07289428016287157
Cantabria,115395,15300,38800,NA,169495,122107,72,77246,44861,2021-04-06,582905,0.0769610828522658
Castilla y León,555465,78300,159900,NA,793665,590123,74.4,376470,213653,2021-04-06,2394918,0.08921098759957544
Castilla-La Mancha,356715,49600,136400,NA,542715,406226,74.9,273489,132737,2021-04-06,2045221,0.06490105470264583
Cataluña,1220930,168400,519100,NA,1908430,1456572,76.3,1016739,439833,2021-04-06,7780479,0.05653032416127593
Ceuta,9000,1300,5800,NA,16100,13813,85.8,10178,3635,2021-04-06,84202,0.04316999596209116
Comunidad de Madrid,996765,136100,452500,NA,1585365,1194726,75.4,801090,393636,2021-04-06,6779888,0.058059366172420544
Comunidad Foral de Navarra,113055,15400,44100,NA,172555,134191,77.8,91025,43166,2021-04-06,661197,0.06528462772819599
Comunidad Valenciana,711550,96800,337500,NA,1145850,870750,76,607889,262861,2021-04-06,5057353,0.051976004047967386
Extremadura,211265,28100,70900,NA,310265,244116,78.7,166278,77838,2021-04-06,1063987,0.07315690887200689
Galicia,532465,73600,180300,NA,786365,559141,71.1,382942,176199,2021-04-06,2701819,0.06521495333329139
Islas Baleares,136080,18000,78000,NA,232080,176500,76.1,127067,49433,2021-04-06,1171543,0.04219478072934583
Islas Canarias,276090,35800,145200,NA,457090,329689,72.1,219461,110228,2021-04-06,2175952,0.05065736744192886
La Rioja,50375,7800,21300,NA,79475,69384,87.3,45150,24234,2021-04-06,319914,0.07575160824471577
Melilla,9000,1200,5800,NA,16000,11584,72.4,9093,2491,2021-04-06,87076,0.028607193715834443
País Vasco,314550,52900,148200,NA,515650,441562,85.6,325432,116130,2021-04-06,2220504,0.05229893753850477
Principado de Asturias,241925,32700,68000,NA,342625,255449,74.6,162021,93428,2021-04-06,1018784,0.09170540566008104
Región de Murcia,228875,29400,100800,NA,359075,262673,73.2,171837,90836,2021-04-06,1511251,0.060106494553188054
Andalucía,1283580,168000,564800,NA,2016380,1622189,80.5,1093523,528666,2021-04-07,8464411,0.062457505903245954
Aragón,250695,35300,88700,NA,374695,276558,73.8,178668,97890,2021-04-07,1329391,0.0736352209395129
Cantabria,115395,15300,38800,NA,169495,127290,75.1,82329,44961,2021-04-07,582905,0.0771326373937434
Castilla y León,555465,78300,159900,NA,793665,610573,76.9,390292,220281,2021-04-07,2394918,0.0919785145044632
Castilla-La Mancha,356715,49600,136400,NA,542715,423319,78,284704,138615,2021-04-07,2045221,0.06777507174041339
Cataluña,1220930,168400,519100,NA,1908430,1504694,78.8,1062206,442488,2021-04-07,7780479,0.05687156279195664
Ceuta,9000,1300,5800,NA,16100,14358,89.2,10719,3639,2021-04-07,84202,0.04321750077195316
Comunidad de Madrid,996765,136100,452500,NA,1585365,1239223,78.2,831687,407536,2021-04-07,6779888,0.060109547532348616
Comunidad Foral de Navarra,113055,15400,44100,NA,172555,137093,79.4,93293,43800,2021-04-07,661197,0.06624349475269851
Comunidad Valenciana,711550,96800,337500,NA,1145850,926076,80.8,663216,262860,2021-04-07,5057353,0.05197580631607088
Extremadura,211265,28100,70900,NA,310265,254867,82.1,174704,80163,2021-04-07,1063987,0.07534208594653882
Galicia,532465,73600,180300,NA,786365,584849,74.4,408648,176201,2021-04-07,2701819,0.06521569357532833
Islas Baleares,136080,18000,78000,NA,232080,181442,78.2,130499,50943,2021-04-07,1171543,0.04348367921621315
Islas Canarias,276090,35800,145200,NA,457090,339311,74.2,229083,110228,2021-04-07,2175952,0.05065736744192886
La Rioja,50375,7800,21300,NA,79475,71782,90.3,47525,24257,2021-04-07,319914,0.07582350256631469
Melilla,9000,1200,5800,NA,16000,11582,72.4,9092,2490,2021-04-07,87076,0.028595709495153658
País Vasco,314550,52900,148200,NA,515650,445819,86.5,329676,116143,2021-04-07,2220504,0.052304792065224835
Principado de Asturias,241925,32700,68000,NA,342625,264498,77.2,169720,94778,2021-04-07,1018784,0.09303051480981248
Región de Murcia,228875,29400,100800,NA,359075,264263,73.6,173403,90860,2021-04-07,1511251,0.06012237543597986
Andalucía,1283580,168000,564800,NA,2016380,1699464,84.3,1167951,531513,2021-04-08,8464411,0.06279385535508614
Aragón,250695,35300,88700,NA,374695,290838,77.6,190792,100046,2021-04-08,1329391,0.07525701618259789
Cantabria,115395,15300,38800,NA,169495,128539,75.8,83577,44962,2021-04-08,582905,0.07713435293915819
Castilla y León,555465,78300,159900,NA,793665,629472,79.3,404270,225202,2021-04-08,2394918,0.0940332821416015
Castilla-La Mancha,356715,49600,136400,NA,542715,444254,81.9,298755,145499,2021-04-08,2045221,0.07114096716198397
Cataluña,1220930,168400,519100,NA,1908430,1592571,83.4,1144075,448496,2021-04-08,7780479,0.05764375175358741
Ceuta,9000,1300,5800,NA,16100,15133,94,11493,3640,2021-04-08,84202,0.04322937697441866
Comunidad de Madrid,996765,136100,452500,NA,1585365,1287142,81.2,868436,418706,2021-04-08,6779888,0.061757067373384336
Comunidad Foral de Navarra,113055,15400,44100,NA,172555,141125,81.8,95628,45497,2021-04-08,661197,0.06881005207222658
Comunidad Valenciana,711550,96800,337500,NA,1145850,991439,86.5,713678,277761,2021-04-08,5057353,0.05492220930593534
Extremadura,211265,28100,70900,NA,310265,268347,86.5,185400,82947,2021-04-08,1063987,0.07795865926933318
Galicia,532465,73600,180300,NA,786365,624745,79.4,441900,182845,2021-04-08,2701819,0.06767477762203908
Islas Baleares,140760,18000,78000,NA,236760,190732,80.6,137310,53422,2021-04-08,1171543,0.045599692030083405
Islas Canarias,276090,35800,145200,NA,457090,355871,77.9,242373,113498,2021-04-08,2175952,0.05216015794466054
La Rioja,59735,7800,21300,NA,88835,73374,82.6,48895,24479,2021-04-08,319914,0.07651743906174785
Melilla,9000,1200,5800,NA,16000,12597,78.7,9960,2637,2021-04-08,87076,0.030283889935228996
País Vasco,384750,52900,148200,NA,585850,460502,78.6,336044,124458,2021-04-08,2220504,0.05604943742501702
Principado de Asturias,241925,32700,68000,NA,342625,272976,79.7,177895,95081,2021-04-08,1018784,0.0933279281967522
Región de Murcia,228875,29400,100800,NA,359075,270112,75.2,175605,94507,2021-04-08,1511251,0.06253560791688476
Andalucía,1283580,168000,564800,NA,2016380,1776739,88.1,1240802,535937,2021-04-09,8464411,0.0633165142855185
Aragón,250695,35300,88700,NA,374695,303372,81,201701,101671,2021-04-09,1329391,0.07647938040802142
Cantabria,115395,15300,38800,NA,169495,133391,78.7,88364,45027,2021-04-09,582905,0.07724586339111862
Castilla y León,555465,78300,159900,NA,793665,657130,82.8,427344,229786,2021-04-09,2394918,0.09594733514884435
Castilla-La Mancha,356715,49600,136400,NA,542715,463487,85.4,313551,149936,2021-04-09,2045221,0.07331041486470166
Cataluña,1220930,168400,519100,NA,1908430,1664667,87.2,1212526,452141,2021-04-09,7780479,0.05811223190757279
Ceuta,9000,1300,5800,NA,16100,15477,96.1,11836,3641,2021-04-09,84202,0.04324125317688416
Comunidad de Madrid,996765,136100,452500,NA,1585365,1327764,83.8,901498,426266,2021-04-09,6779888,0.06287213004108623
Comunidad Foral de Navarra,113055,15400,44100,NA,172555,146068,84.7,99703,46365,2021-04-09,661197,0.07012282269883258
Comunidad Valenciana,711550,96800,337500,NA,1145850,1035843,90.4,751737,284106,2021-04-09,5057353,0.05617681818927807
Extremadura,211265,28100,70900,NA,310265,285234,91.9,199303,85931,2021-04-09,1063987,0.08076320481359264
Galicia,532465,73600,180300,NA,786365,657774,83.6,472331,185443,2021-04-09,2701819,0.0686363520280226
Islas Baleares,140760,18000,78000,NA,236760,199763,84.4,144703,55060,2021-04-09,1171543,0.04699784813702954
Islas Canarias,276090,35800,145200,NA,457090,368086,80.5,253620,114466,2021-04-09,2175952,0.05260502069898601
La Rioja,59735,7800,21300,NA,88835,78944,88.9,54223,24721,2021-04-09,319914,0.07727389235857136
Melilla,9000,1200,5800,NA,16000,13077,81.7,10143,2934,2021-04-09,87076,0.033694703477422025
País Vasco,384750,52900,148200,NA,585850,478177,81.6,349334,128843,2021-04-09,2220504,0.058024214322514166
Principado de Asturias,241925,32700,68000,NA,342625,282854,82.6,187055,95799,2021-04-09,1018784,0.09403268995194271
Región de Murcia,228875,29400,100800,NA,359075,278267,77.5,179527,98740,2021-04-09,1511251,0.06533659861928959
Andalucía,1283580,168000,564800,NA,2016380,1865200,92.5,1325036,540164,2021-04-12,8464411,0.06381589929884075
Aragón,250695,35300,88700,NA,374695,312544,83.4,210392,102152,2021-04-12,1329391,0.07684120021874678
Cantabria,115395,15300,38800,NA,169495,140961,83.2,95615,45346,2021-04-12,582905,0.07779312237843217
Castilla y León,555465,78300,159900,NA,793665,695126,87.6,461886,233240,2021-04-12,2394918,0.09738955571756527
Castilla-La Mancha,356715,49600,136400,NA,542715,483319,89.1,331109,152210,2021-04-12,2045221,0.07442227514777132
Cataluña,1220930,168400,519100,NA,1908430,1733884,90.9,1275968,457916,2021-04-12,7780479,0.05885447412685003
Ceuta,9000,1300,5800,NA,16100,15799,98.1,12157,3642,2021-04-12,84202,0.04325312937934966
Comunidad de Madrid,996765,136100,452500,NA,1585365,1419575,89.5,987950,431625,2021-04-12,6779888,0.06366255607762251
Comunidad Foral de Navarra,113055,15400,44100,NA,172555,157728,91.4,109410,48318,2021-04-12,661197,0.07307655660869605
Comunidad Valenciana,711550,96800,337500,NA,1145850,1035842,90.4,751735,284107,2021-04-12,5057353,0.05617701592117458
Extremadura,211265,28100,70900,NA,310265,299027,96.4,212791,86236,2021-04-12,1063987,0.08104986245132695
Galicia,532465,73600,180300,NA,786365,732686,93.2,546630,186056,2021-04-12,2701819,0.06886323621234434
Islas Baleares,140760,18000,78000,NA,236760,218353,92.2,161442,56911,2021-04-12,1171543,0.04857781575238809
Islas Canarias,276090,35800,145200,NA,457090,387610,84.8,272256,115354,2021-04-12,2175952,0.05301311793642507
La Rioja,59735,7800,21300,NA,88835,82070,92.4,57216,24854,2021-04-12,319914,0.07768962908781735
Melilla,9000,1200,5800,NA,16000,13690,85.6,10259,3431,2021-04-12,87076,0.03940236115577197
País Vasco,384750,52900,148200,NA,585850,535817,91.5,400896,134921,2021-04-12,2220504,0.06076143073824681
Principado de Asturias,241925,32700,68000,NA,342625,301677,88,204454,97223,2021-04-12,1018784,0.09543043471432609
Región de Murcia,228875,29400,100800,NA,359075,285613,79.5,186207,99406,2021-04-12,1511251,0.06577729311676221
Andalucía,1468440,219200,564800,NA,2252440,1910185,84.8,1366451,543734,2021-04-13,8464411,0.0642376652078922
Aragón,291645,45800,88700,NA,426145,321035,75.3,218871,102164,2021-04-13,1329391,0.07685022690841145
Cantabria,132945,19900,40500,NA,193345,142877,73.9,97143,45734,2021-04-13,582905,0.07845875399936525
Castilla y León,647895,100800,166900,NA,915595,710619,77.6,475792,234827,2021-04-13,2394918,0.0980522088856487
Castilla-La Mancha,412875,63800,142400,NA,619075,487967,78.8,335311,152656,2021-04-13,2045221,0.07464034449088876
Cataluña,1413980,221100,519100,NA,2154180,1787769,83,1329424,458345,2021-04-13,7780479,0.058909612120282055
Ceuta,10170,1600,5800,NA,17570,16211,92.3,12566,3645,2021-04-13,84202,0.04328875798674616
Comunidad de Madrid,1154715,179300,452500,NA,1786515,1468932,82.2,1033686,435246,2021-04-13,6779888,0.06419663569663688
Comunidad Foral de Navarra,130605,20100,44100,NA,194805,161038,82.7,112296,48742,2021-04-13,661197,0.07371781783643906
Comunidad Valenciana,836740,131600,352300,NA,1320640,1080973,81.9,794429,286544,2021-04-13,5057353,0.056658888552964366
Extremadura,244025,36200,70900,NA,351125,302566,86.2,216336,86230,2021-04-13,1063987,0.08104422328468298
Galicia,637765,98800,180300,NA,916865,743544,81.1,552449,191095,2021-04-13,2701819,0.0707282760244117
Islas Baleares,158310,24300,81400,NA,264010,226218,85.7,169280,56938,2021-04-13,1171543,0.04860086228162347
Islas Canarias,319380,47800,145200,NA,512380,401663,78.4,286114,115549,2021-04-13,2175952,0.05310273388383567
La Rioja,69095,10200,21300,NA,100595,84470,84,59481,24989,2021-04-13,319914,0.07811161749720237
Melilla,10170,1200,5800,NA,17170,14206,82.7,10492,3714,2021-04-13,87076,0.042652395608434014
País Vasco,454950,70900,148200,NA,674050,547803,81.3,404891,142912,2021-04-13,2220504,0.06436016327824674
Principado de Asturias,280535,42200,68000,NA,390735,309539,79.2,211246,98293,2021-04-13,1018784,0.09648070641077991
Región de Murcia,260465,37700,100800,NA,398965,287216,72,187800,99416,2021-04-13,1511251,0.0657839101512588
Andalucía,1468440,219200,564800,NA,2252440,1970183,87.5,1419209,550974,2021-04-14,8464411,0.06509301119711697
Aragón,291645,45800,88700,NA,426145,331419,77.8,228547,102872,2021-04-14,1329391,0.07738280159862675
Cantabria,132945,19900,40500,NA,193345,147960,76.5,101801,46159,2021-04-14,582905,0.07918786080064505
Castilla y León,647895,100800,166900,NA,915595,730342,79.8,492310,238032,2021-04-14,2394918,0.09939045929756259
Castilla-La Mancha,412875,63800,142400,NA,619075,499581,80.7,344341,155240,2021-04-14,2045221,0.0759037776357665
Cataluña,1413980,221100,519100,NA,2154180,1843205,85.6,1381065,462140,2021-04-14,7780479,0.05939737129294996
Ceuta,10170,1600,5800,NA,17570,16764,95.4,13058,3706,2021-04-14,84202,0.04401320633714163
Comunidad de Madrid,1154715,179300,452500,NA,1786515,1516192,84.9,1078313,437879,2021-04-14,6779888,0.06458499019452829
Comunidad Foral de Navarra,130605,20100,44100,NA,194805,167043,85.7,116810,50233,2021-04-14,661197,0.07597281899343161
Comunidad Valenciana,836740,131600,352300,NA,1320640,1125277,85.2,835363,289914,2021-04-14,5057353,0.057325245044196046
Extremadura,244025,36200,70900,NA,351125,313754,89.4,223577,90177,2021-04-14,1063987,0.08475385507529697
Galicia,637765,98800,180300,NA,916865,776617,84.7,580171,196446,2021-04-14,2701819,0.07270879359424151
Islas Baleares,158310,24300,81400,NA,264010,233042,88.3,175460,57582,2021-04-14,1171543,0.049150564682645025
Islas Canarias,319380,47800,145200,NA,512380,418843,81.7,302770,116073,2021-04-14,2175952,0.053343548019441606
La Rioja,69095,10200,21300,NA,100595,86929,86.4,61693,25236,2021-04-14,319914,0.07888369999437349
Melilla,10170,1200,5800,NA,17170,14706,85.6,10849,3857,2021-04-14,87076,0.04429463916578621
País Vasco,454950,70900,148200,NA,674050,564370,83.7,412035,152335,2021-04-14,2220504,0.06860379445387173
Principado de Asturias,280535,42200,68000,NA,390735,317019,81.1,216006,101013,2021-04-14,1018784,0.09915055595690549
Región de Murcia,260465,37700,100800,NA,398965,293702,73.6,193716,99986,2021-04-14,1511251,0.06616108111756419
Andalucía,1468440,219200,564800,NA,2252440,2041844,90.7,1481837,560007,2021-04-15,8464411,0.0661601852745572
Aragón,291645,45800,88700,NA,426145,347963,81.7,243497,104466,2021-04-15,1329391,0.07858184687574987
Cantabria,132945,19900,40500,NA,193345,153430,79.4,106261,47169,2021-04-15,582905,0.08092056166956879
Castilla y León,647895,100800,166900,NA,915595,754667,82.4,512416,242251,2021-04-15,2394918,0.10115210625165455
Castilla-La Mancha,412875,63800,142400,NA,619075,519478,83.9,359628,159850,2021-04-15,2045221,0.07815781277426742
Cataluña,1413980,221100,519100,NA,2154180,1922213,89.2,1452114,470099,2021-04-15,7780479,0.06042031602424478
Ceuta,10170,1600,5800,NA,17570,17103,97.3,13321,3782,2021-04-15,84202,0.044915797724519604
Comunidad de Madrid,1154715,179300,452500,NA,1786515,1563931,87.5,1123480,440451,2021-04-15,6779888,0.06496434749364591
Comunidad Foral de Navarra,130605,20100,44100,NA,194805,171777,88.2,119806,51971,2021-04-15,661197,0.07860138506375558
Comunidad Valenciana,836740,131600,352300,NA,1320640,1194050,90.4,896713,297337,2021-04-15,5057353,0.05879300891197431
Extremadura,244025,36200,70900,NA,351125,327974,93.4,232552,95422,2021-04-15,1063987,0.08968342658321954
Galicia,637765,98800,180300,NA,916865,803159,87.6,600339,202820,2021-04-15,2701819,0.07506794496596553
Islas Baleares,158310,24300,81400,NA,264010,240488,91.1,180775,59713,2021-04-15,1171543,0.05096953334192599
Islas Canarias,319380,47800,145200,NA,512380,435235,84.9,318355,116880,2021-04-15,2175952,0.053714420171033186
La Rioja,69095,10200,21300,NA,100595,89433,88.9,63613,25820,2021-04-15,319914,0.0807091905949724
Melilla,10170,1200,5800,NA,17170,15028,87.5,10968,4060,2021-04-15,87076,0.04662593596398548
País Vasco,454950,70900,148200,NA,674050,587349,87.1,427256,160093,2021-04-15,2220504,0.07209759586111981
Principado de Asturias,280535,42200,68000,NA,390735,330038,84.5,225213,104825,2021-04-15,1018784,0.10289227157081383
Región de Murcia,260465,37700,100800,NA,398965,300425,75.3,199316,101109,2021-04-15,1511251,0.0669041740915308
Andalucía,1468440,219200,589600,NA,2277240,2116629,92.9,1543478,573151,2021-04-16,8464411,0.0677130399268183
Aragón,291645,45800,92600,NA,430045,375697,87.4,267828,107869,2021-04-16,1329391,0.0811416656198214
Cantabria,132945,19900,40500,NA,193345,159103,82.3,111189,47914,2021-04-16,582905,0.08219864300357692
Castilla y León,647895,100800,166900,NA,915595,787728,86,540412,247316,2021-04-16,2394918,0.1032670012083921
Castilla-La Mancha,412875,63800,142400,NA,619075,543061,87.7,379210,163851,2021-04-16,2045221,0.08011408058102279
Cataluña,1413980,221100,541900,NA,2176980,2002444,92,1520396,482048,2021-04-16,7780479,0.06195608265249479
Ceuta,10170,1600,6100,NA,17870,17750,99.3,13959,3791,2021-04-16,84202,0.0450226835467091
Comunidad de Madrid,1154715,179300,472500,NA,1806515,1612760,89.3,1170118,442642,2021-04-16,6779888,0.06528750917419285
Comunidad Foral de Navarra,130605,20100,46000,NA,196705,177032,90,122959,54073,2021-04-16,661197,0.08178046784846271
Comunidad Valenciana,836740,131600,352300,NA,1320640,1236279,93.6,931748,304531,2021-04-16,5057353,0.06021549217545226
Extremadura,244025,36200,74000,NA,354225,341230,96.3,241569,99661,2021-04-16,1063987,0.09366749781717258
Galicia,637765,98800,188300,NA,924865,817578,88.4,607712,209866,2021-04-16,2701819,0.07767581766210098
Islas Baleares,162990,24300,81400,NA,268690,247693,92.2,186073,61620,2021-04-16,1171543,0.05259730116606902
Islas Canarias,319380,47800,151600,NA,518780,452142,87.2,333521,118621,2021-04-16,2175952,0.054514529732273505
La Rioja,69095,10200,22200,NA,101495,92486,91.1,66492,25994,2021-04-16,319914,0.08125308676706865
Melilla,10170,1500,6100,NA,17770,15521,87.3,11228,4293,2021-04-16,87076,0.04930175938260829
País Vasco,454950,70900,154700,NA,680550,604493,88.8,439746,164747,2021-04-16,2220504,0.07419351642690128
Principado de Asturias,280535,42200,71000,NA,393735,343170,87.2,233712,109458,2021-04-16,1018784,0.10743984986022552
Región de Murcia,260465,37700,105200,NA,403365,318242,78.9,216482,101760,2021-04-16,1511251,0.06733494303725854
Andalucía,1468440,219200,589600,NA,2277240,2199243,96.6,1607070,592173,2021-04-19,8464411,0.06996033155762403
Aragón,291645,45800,92600,NA,430045,391560,91.1,280029,111531,2021-04-19,1329391,0.08389631041582198
Cantabria,132945,19900,40500,NA,193345,166629,86.2,117799,48830,2021-04-19,582905,0.08377008260351172
Castilla y León,647895,100800,166900,NA,915595,830796,90.7,579359,251437,2021-04-19,2394918,0.10498772818109013
Castilla-La Mancha,412875,63800,142400,NA,619075,562432,90.9,395777,166655,2021-04-19,2045221,0.08148508156331272
Cataluña,1413980,221100,541900,NA,2176980,2070003,95.1,1573060,496943,2021-04-19,7780479,0.0638704892076696
Ceuta,10170,1600,6100,NA,17870,17862,100,14070,3792,2021-04-19,84202,0.045034559749174606
Comunidad de Madrid,1154715,179300,472500,NA,1806515,1679161,93,1226586,452575,2021-04-19,6779888,0.06675257762370115
Comunidad Foral de Navarra,130605,20100,46000,NA,196705,189103,96.1,133756,55347,2021-04-19,661197,0.08370727634880376
Comunidad Valenciana,836740,131600,352300,NA,1320640,1270968,96.2,962284,308684,2021-04-19,5057353,0.06103667274164963
Extremadura,244025,36200,74000,NA,354225,351936,99.4,251076,100860,2021-04-19,1063987,0.09479439128485592
Galicia,637765,98800,188300,NA,924865,865840,93.6,649603,216237,2021-04-19,2701819,0.08003385867076958
Islas Baleares,162990,24300,81400,NA,268690,259921,96.7,196196,63725,2021-04-19,1171543,0.05439407687127148
Islas Canarias,319380,47800,151600,NA,518780,480524,92.6,359932,120592,2021-04-19,2175952,0.05542034015456223
La Rioja,69095,10200,22200,NA,101495,96354,94.9,70153,26201,2021-04-19,319914,0.08190013566145901
Melilla,10170,1500,6100,NA,17770,16215,91.2,11921,4294,2021-04-19,87076,0.04931324360328908
