CCAA,Total_Ingresados,PercCamasCovid,UCI,PerCamasUCI,Ingresos24h,Altas24h,fecha
Comunidad de Madrid,1669,101,320,2627,131,200,2020-12-04
Comunidad Foral de Navarra,146,728,30,229,7,13,2020-12-04
Comunidad Valenciana,1225,107,277,2729,111,142,2020-12-04
España,12552,1013,2371,2464,1088,1500,2020-12-04
Extremadura,191,599,38,1696,17,21,2020-12-04
Galicia,392,476,51,704,47,39,2020-12-04
Islas Baleares,207,614,45,1557,13,27,2020-12-04
Islas Canarias,223,423,47,1063,29,9,2020-12-04
La Rioja,112,1302,28,4667,7,13,2020-12-04
Melilla,15,838,3,2143,1,2,2020-12-04
País Vasco,652,1428,105,2756,82,110,2020-12-04
Principado de Asturias,770,2214,129,3783,49,72,2020-12-04
Región de Murcia,284,676,75,1589,29,30,2020-12-04
Andalucía,1580,93,328,1969,110,71,2020-12-09
Aragón,497,1192,76,3319,32,17,2020-12-09
Cantabria,162,1009,26,2131,10,6,2020-12-09
Castilla y León,913,1415,171,3483,59,48,2020-12-09
Castilla-La Mancha,552,1129,94,2487,36,28,2020-12-09
Cataluña,2550,1013,384,29,160,150,2020-12-09
Ceuta,11,556,1,588,0,1,2020-12-09
Comunidad de Madrid,1684,1031,312,2566,128,78,2020-12-09
Comunidad Foral de Navarra,160,784,26,20,6,2,2020-12-09
Comunidad Valenciana,1260,1107,252,25,116,95,2020-12-09
España,12158,991,2179,2293,875,602,2020-12-09
Extremadura,190,598,34,1545,13,3,2020-12-09
Galicia,338,413,49,679,47,20,2020-12-09
Islas Baleares,225,68,50,1799,23,4,2020-12-09
Islas Canarias,265,495,45,102,21,4,2020-12-09
La Rioja,92,107,27,45,4,4,2020-12-09
Melilla,21,1173,2,1429,2,1,2020-12-09
País Vasco,681,1444,105,277,36,34,2020-12-09
Principado de Asturias,718,2054,129,3794,37,21,2020-12-09
Región de Murcia,259,617,68,1459,35,15,2020-12-09
Andalucía,1526,898,313,188,153,186,2020-12-10
Aragón,482,1156,74,3231,41,54,2020-12-10
Cantabria,158,984,27,2213,20,19,2020-12-10
Castilla y León,957,139,176,3302,82,89,2020-12-10
Castilla-La Mancha,564,1154,85,2255,61,57,2020-12-10
Cataluña,2582,1018,379,2869,166,264,2020-12-10
Ceuta,11,547,1,588,2,2,2020-12-10
Comunidad de Madrid,1629,973,308,2523,164,181,2020-12-10
Comunidad Foral de Navarra,152,74,24,1875,6,16,2020-12-10
Comunidad Valenciana,1200,1053,240,2372,117,141,2020-12-10
España,11965,964,2158,2244,1089,1325,2020-12-10
Extremadura,186,542,34,1435,15,18,2020-12-10
Galicia,328,399,50,691,37,35,2020-12-10
Islas Baleares,233,692,54,1869,23,25,2020-12-10
Islas Canarias,270,505,44,993,32,17,2020-12-10
La Rioja,83,965,28,4667,4,14,2020-12-10
Melilla,20,1117,2,1429,3,4,2020-12-10
País Vasco,645,1378,130,3095,84,109,2020-12-10
Principado de Asturias,691,1977,123,3618,46,63,2020-12-10
Región de Murcia,248,591,66,1416,33,31,2020-12-10
Andalucía,1476,859,307,1853,173,231,2020-12-11
Aragón,463,724,71,3047,42,67,2020-12-11
Cantabria,158,984,28,2295,19,16,2020-12-11
Castilla y León,924,1325,174,3175,65,99,2020-12-11
Castilla-La Mancha,564,1148,85,2243,57,55,2020-12-11
Cataluña,2446,966,366,2785,174,247,2020-12-11
Ceuta,9,448,1,588,0,2,2020-12-11
Comunidad de Madrid,1615,963,309,2558,189,195,2020-12-11
Comunidad Foral de Navarra,161,782,21,1641,27,17,2020-12-11
Comunidad Valenciana,1175,1031,243,2399,168,151,2020-12-11
España,11648,922,2100,2198,1207,1410,2020-12-11
Extremadura,178,559,31,1384,9,12,2020-12-11
Galicia,309,376,51,704,51,44,2020-12-11
Islas Baleares,238,705,56,1938,33,32,2020-12-11
Islas Canarias,264,493,45,1016,17,23,2020-12-11
La Rioja,81,942,28,4667,6,6,2020-12-11
Melilla,19,1061,2,1429,0,2,2020-12-11
País Vasco,660,141,97,2594,94,98,2020-12-11
Principado de Asturias,665,1903,117,3441,53,80,2020-12-11
Región de Murcia,243,579,68,1459,30,33,2020-12-11
Andalucía,1410,83,288,1729,96,82,2020-12-14
Aragón,422,101,61,2618,24,21,2020-12-14
Cantabria,155,974,26,2131,16,5,2020-12-14
Castilla y León,829,1215,165,3056,59,25,2020-12-14
Castilla-La Mancha,589,1208,82,2164,39,16,2020-12-14
Cataluña,2549,102,377,2854,151,142,2020-12-14
Ceuta,11,558,2,1176,0,0,2020-12-14
Comunidad de Madrid,1770,1102,314,2619,128,61,2020-12-14
Comunidad Foral de Navarra,142,742,22,1719,5,7,2020-12-14
Comunidad Valenciana,1225,1082,242,2401,145,57,2020-12-14
España,11736,961,2068,2168,840,488,2020-12-14
Extremadura,175,556,27,1268,10,2,2020-12-14
Galicia,339,412,52,718,49,19,2020-12-14
Islas Baleares,261,779,56,1938,26,1,2020-12-14
Islas Canarias,296,552,50,1129,10,9,2020-12-14
La Rioja,87,1074,29,4833,2,0,2020-12-14
Melilla,15,838,2,1429,0,0,2020-12-14
País Vasco,642,1385,96,256,33,23,2020-12-14
Principado de Asturias,592,1693,110,3235,20,6,2020-12-14
Región de Murcia,227,575,67,1438,27,12,2020-12-14
Andalucía,1381,812,277,1663,127,167,2020-12-15
Aragón,426,1019,60,2586,51,50,2020-12-15
Cantabria,144,905,26,2131,8,16,2020-12-15
Castilla y León,799,1151,169,3051,69,80,2020-12-15
Castilla-La Mancha,569,1166,77,2016,51,62,2020-12-15
Cataluña,2692,1085,376,2838,224,237,2020-12-15
Ceuta,9,457,2,1176,0,2,2020-12-15
Comunidad de Madrid,1689,1043,313,26,197,197,2020-12-15
Comunidad Foral de Navarra,135,706,21,1641,17,24,2020-12-15
Comunidad Valenciana,1245,1092,234,2294,172,152,2020-12-15
España,11736,96,2027,2115,1210,1247,2020-12-15
Extremadura,171,538,27,1205,25,14,2020-12-15
Galicia,344,416,52,718,63,41,2020-12-15
Islas Baleares,288,86,56,1938,36,17,2020-12-15
Islas Canarias,311,582,50,1129,26,15,2020-12-15
La Rioja,79,975,29,4833,4,11,2020-12-15
Melilla,13,726,2,1429,1,3,2020-12-15
País Vasco,632,138,87,2314,71,97,2020-12-15
Principado de Asturias,579,1654,99,2912,36,44,2020-12-15
Región de Murcia,230,582,70,1502,32,18,2020-12-15
Andalucía,1327,781,264,1586,147,173,2020-12-16
Aragón,417,998,57,2457,38,46,2020-12-16
Cantabria,136,854,21,1721,10,20,2020-12-16
Castilla y León,815,1175,163,2932,77,83,2020-12-16
Castilla-La Mancha,556,1141,73,1926,53,69,2020-12-16
Cataluña,2467,995,379,2856,223,268,2020-12-16
Ceuta,11,558,2,1176,1,0,2020-12-16
Comunidad de Madrid,1700,10,303,2519,209,176,2020-12-16
Comunidad Foral de Navarra,139,728,23,187,4,6,2020-12-16
Comunidad Valenciana,1250,1089,227,221,150,137,2020-12-16
España,11346,921,1964,205,1204,1294,2020-12-16
Extremadura,165,519,29,1295,15,13,2020-12-16
Galicia,322,389,50,691,41,46,2020-12-16
Islas Baleares,308,918,56,1938,41,21,2020-12-16
Islas Canarias,312,583,46,1038,32,26,2020-12-16
La Rioja,71,877,28,4667,3,11,2020-12-16
Melilla,13,726,2,1429,1,1,2020-12-16
País Vasco,619,1337,84,2228,91,117,2020-12-16
Principado de Asturias,496,1421,92,2754,40,61,2020-12-16
Región de Murcia,222,562,65,1395,28,20,2020-12-16
Andalucía,1287,758,270,1631,136,175,2020-12-17
Aragón,386,925,53,2284,27,46,2020-12-17
Cantabria,131,814,21,1721,13,16,2020-12-17
Castilla y León,763,1101,162,2914,66,93,2020-12-17
Castilla-La Mancha,540,111,77,2032,47,63,2020-12-17
Cataluña,2649,1069,376,2844,240,221,2020-12-17
Ceuta,13,657,2,1176,2,0,2020-12-17
Comunidad de Madrid,1716,1011,309,2579,193,163,2020-12-17
Comunidad Foral de Navarra,137,718,22,1774,8,11,2020-12-17
Comunidad Valenciana,1233,1075,227,2215,166,146,2020-12-17
España,11336,921,1955,2044,1158,1234,2020-12-17
Extremadura,172,541,26,1161,29,12,2020-12-17
Galicia,316,382,51,704,49,41,2020-12-17
Islas Baleares,299,893,59,2042,23,43,2020-12-17
Islas Canarias,283,529,45,1018,28,21,2020-12-17
La Rioja,66,815,25,4167,5,14,2020-12-17
Melilla,13,726,3,2143,2,2,2020-12-17
País Vasco,618,1334,81,2115,77,81,2020-12-17
Principado de Asturias,494,1415,83,2485,23,63,2020-12-17
Región de Murcia,220,557,63,1352,24,23,2020-12-17
Andalucía,1242,733,250,1501,128,160,2020-12-18
Aragón,387,927,52,2241,51,48,2020-12-18
Cantabria,125,776,21,1721,14,14,2020-12-18
Castilla y León,747,1079,157,2844,79,74,2020-12-18
Castilla-La Mancha,522,1073,78,2058,38,50,2020-12-18
Cataluña,2548,1034,365,2788,232,256,2020-12-18
Ceuta,13,657,2,1176,1,1,2020-12-18
Comunidad de Madrid,1838,1086,304,2548,188,177,2020-12-18
Comunidad Foral de Navarra,137,72,21,1694,11,9,2020-12-18
Comunidad Valenciana,1247,1085,239,23,160,159,2020-12-18
España,11224,914,1920,201,1131,1249,2020-12-18
Extremadura,178,56,28,125,20,12,2020-12-18
Galicia,318,385,55,76,38,37,2020-12-18
Islas Baleares,288,862,57,1972,31,29,2020-12-18
Islas Canarias,298,557,41,928,27,29,2020-12-18
La Rioja,60,741,23,3833,3,9,2020-12-18
Melilla,14,782,3,2143,2,1,2020-12-18
País Vasco,595,1295,81,2115,63,105,2020-12-18
Principado de Asturias,451,1292,81,2425,23,58,2020-12-18
Región de Murcia,216,549,62,1375,22,21,2020-12-18
Andalucía,1213,7,249,15,88,59,2020-12-21
Aragón,391,9,54,23,25,7,2020-12-21
Cantabria,122,8,21,17,11,9,2020-12-21
Castilla y León,711,10,159,29,46,18,2020-12-21
Castilla-La Mancha,526,11,80,21,43,19,2020-12-21
Cataluña,2664,11,367,28,177,134,2020-12-21
Ceuta,10,5,2,12,0,0,2020-12-21
Comunidad de Madrid,1787,11,307,26,142,60,2020-12-21
Comunidad Foral de Navarra,127,7,18,14,6,3,2020-12-21
Comunidad Valenciana,1503,13,253,24,212,49,2020-12-21
España,11431,94,1944,20,945,456,2020-12-21
Extremadura,192,6,28,13,21,4,2020-12-21
Galicia,320,4,53,7,38,12,2020-12-21
Islas Baleares,348,10,59,20,29,10,2020-12-21
Islas Canarias,297,6,48,11,13,7,2020-12-21
La Rioja,31,4,21,35,8,1,2020-12-21
Melilla,15,8,3,21,3,0,2020-12-21
País Vasco,570,13,79,21,32,24,2020-12-21
Principado de Asturias,375,11,80,25,26,24,2020-12-21
Región de Murcia,229,6,63,14,25,16,2020-12-21
Andalucía,1177,693,238,143,135,161,2020-12-22
Aragón,369,884,49,2112,38,52,2020-12-22
Cantabria,119,739,24,1967,13,12,2020-12-22
Castilla y León,693,1009,148,2691,68,76,2020-12-22
Castilla-La Mancha,537,1108,82,2164,72,58,2020-12-22
Cataluña,2704,1091,362,2798,231,262,2020-12-22
Ceuta,9,455,2,1176,1,2,2020-12-22
Comunidad de Madrid,1798,108,303,2533,218,198,2020-12-22
Comunidad Foral de Navarra,125,654,18,144,8,9,2020-12-22
Comunidad Valenciana,1526,1335,252,2432,228,160,2020-12-22
España,11500,94,1906,2001,1266,1241,2020-12-22
Extremadura,193,609,30,1395,21,14,2020-12-22
Galicia,348,422,50,691,51,35,2020-12-22
Islas Baleares,358,1078,62,2145,47,35,2020-12-22
Islas Canarias,294,55,45,1018,18,23,2020-12-22
La Rioja,59,728,20,3333,2,7,2020-12-22
Melilla,12,67,3,2143,0,3,2020-12-22
País Vasco,565,1272,76,2021,62,72,2020-12-22
Principado de Asturias,385,1113,77,2391,26,37,2020-12-22
Región de Murcia,229,58,65,1395,27,25,2020-12-22
Andalucía,1136,668,245,1472,134,167,2020-12-23
Aragón,359,86,46,1983,40,47,2020-12-23
Cantabria,108,671,22,1803,9,18,2020-12-23
Castilla y León,626,909,145,2636,55,98,2020-12-23
Castilla-La Mancha,527,1087,87,2289,54,67,2020-12-23
Cataluña,2785,1125,379,2963,272,300,2020-12-23
Ceuta,7,352,1,588,0,2,2020-12-23
Comunidad de Madrid,1827,1099,303,2531,216,214,2020-12-23
Comunidad Foral de Navarra,114,597,17,136,8,19,2020-12-23
Comunidad Valenciana,1514,1325,265,2563,225,196,2020-12-23
España,11328,924,1932,202,1265,1409,2020-12-23
Extremadura,205,647,27,1256,26,16,2020-12-23
Galicia,321,39,49,677,47,42,2020-12-23
Islas Baleares,354,1067,60,2076,40,41,2020-12-23
Islas Canarias,286,535,43,973,25,27,2020-12-23
La Rioja,59,728,18,30,5,6,2020-12-23
Melilla,11,615,4,2857,2,2,2020-12-23
País Vasco,522,1116,84,1949,51,85,2020-12-23
Principado de Asturias,342,988,69,2143,24,35,2020-12-23
Región de Murcia,225,572,68,1459,32,27,2020-12-23
Andalucía,1016,598,230,1384,110,209,2020-12-24
Aragón,321,77,46,1983,40,72,2020-12-24
Cantabria,88,547,22,1803,8,13,2020-12-24
Castilla y León,589,856,147,2673,54,76,2020-12-24
Castilla-La Mancha,465,964,85,2237,56,120,2020-12-24
Cataluña,2666,1084,373,293,280,339,2020-12-24
Ceuta,5,254,1,588,0,2,2020-12-24
Comunidad de Madrid,1759,1069,305,2554,215,264,2020-12-24
Comunidad Foral de Navarra,98,524,18,144,6,17,2020-12-24
Comunidad Valenciana,1526,1336,259,2505,248,229,2020-12-24
España,10744,88,1907,1998,1264,1642,2020-12-24
Extremadura,193,609,25,1163,26,23,2020-12-24
Galicia,308,374,55,76,46,43,2020-12-24
Islas Baleares,353,1072,62,2145,38,39,2020-12-24
Islas Canarias,284,531,45,1018,28,26,2020-12-24
La Rioja,59,728,18,30,5,6,2020-12-24
Melilla,11,615,4,2857,2,2,2020-12-24
País Vasco,492,106,79,1872,50,87,2020-12-24
Principado de Asturias,301,87,68,2112,22,51,2020-12-24
Región de Murcia,210,534,65,1395,30,24,2020-12-24
Andalucía,1122,661,226,1374,121,53,2020-12-28
Aragón,350,843,49,2121,35,11,2020-12-28
Cantabria,100,621,23,1885,6,6,2020-12-28
Castilla y León,571,829,142,2582,35,19,2020-12-28
Castilla-La Mancha,561,1158,93,2447,67,26,2020-12-28
Cataluña,2949,1227,413,3232,232,143,2020-12-28
Ceuta,5,251,1,588,0,0,2020-12-28
Comunidad de Madrid,2091,127,318,2652,172,87,2020-12-28
Comunidad Foral de Navarra,106,571,18,144,4,5,2020-12-28
Comunidad Valenciana,1880,1637,287,2749,242,74,2020-12-28
España,12172,1004,2022,2114,1135,491,2020-12-28
Extremadura,238,751,31,1442,19,3,2020-12-28
Galicia,370,454,58,806,42,8,2020-12-28
Islas Baleares,405,1287,84,3011,43,22,2020-12-28
Islas Canarias,323,605,46,1041,22,3,2020-12-28
La Rioja,66,815,14,2333,7,0,2020-12-28
Melilla,15,838,4,2857,1,0,2020-12-28
País Vasco,498,1093,77,1689,37,14,2020-12-28
Principado de Asturias,293,845,65,2019,20,5,2020-12-28
Región de Murcia,229,582,73,1567,30,12,2020-12-28
Andalucía,1079,636,217,132,133,159,2020-12-29
Aragón,353,849,44,1905,42,34,2020-12-29
Cantabria,78,536,21,178,7,11,2020-12-29
Castilla y León,488,76,120,2381,40,43,2020-12-29
Castilla-La Mancha,601,1241,98,2579,94,48,2020-12-29
Cataluña,2977,123,428,3359,265,284,2020-12-29
Ceuta,2,1,1,588,0,3,2020-12-29
Comunidad de Madrid,1906,1159,301,2534,219,197,2020-12-29
Comunidad Foral de Navarra,112,602,19,152,10,4,2020-12-29
Comunidad Valenciana,1935,1683,300,2863,286,191,2020-12-29
España,12032,994,2005,2105,1340,1207,2020-12-29
Extremadura,252,795,31,1442,24,12,2020-12-29
Galicia,335,409,52,719,46,47,2020-12-29
Islas Baleares,416,1275,85,2941,38,38,2020-12-29
Islas Canarias,321,6,47,1068,26,23,2020-12-29
La Rioja,67,827,13,2167,5,4,2020-12-29
Melilla,13,726,2,1429,1,4,2020-12-29
País Vasco,483,1049,77,1645,42,55,2020-12-29
Principado de Asturias,287,83,63,1957,27,19,2020-12-29
Región de Murcia,233,592,75,1609,35,31,2020-12-29
Andalucía,951,56,212,129,117,147,2020-12-30
Aragón,335,807,42,1818,32,54,2020-12-30
Cantabria,75,515,21,178,8,8,2020-12-30
Castilla y León,558,817,143,2629,51,57,2020-12-30
Castilla-La Mancha,599,1237,97,2553,82,83,2020-12-30
Cataluña,3089,1274,433,3401,356,353,2020-12-30
Ceuta,2,101,0,0,0,1,2020-12-30
Comunidad de Madrid,1975,1202,301,2517,303,239,2020-12-30
Comunidad Foral de Navarra,109,586,20,16,5,7,2020-12-30
Comunidad Valenciana,1875,1626,306,2931,231,236,2020-12-30
España,11905,98,2035,2134,1433,1454,2020-12-30
Extremadura,234,738,35,1628,16,22,2020-12-30
Galicia,337,41,53,726,41,42,2020-12-30
Islas Baleares,417,1274,92,3151,54,46,2020-12-30
Islas Canarias,297,555,51,1154,21,33,2020-12-30
La Rioja,67,827,13,2167,4,8,2020-12-30
Melilla,13,726,3,2143,1,0,2020-12-30
País Vasco,485,1069,80,19,64,66,2020-12-30
Principado de Asturias,269,778,64,1988,20,20,2020-12-30
Región de Murcia,218,554,69,1481,27,32,2020-12-30
Andalucía,945,557,205,1247,112,176,2020-12-31
Aragón,312,751,44,1905,46,64,2020-12-31
Cantabria,82,563,20,1695,16,8,2020-12-31
Castilla y León,517,764,141,2592,62,84,2020-12-31
Castilla-La Mancha,557,1153,99,2605,56,115,2020-12-31
Cataluña,3012,1236,429,341,324,346,2020-12-31
Ceuta,1,5,0,0,0,1,2020-12-31
Comunidad de Madrid,1880,1154,305,2565,216,298,2020-12-31
Comunidad Foral de Navarra,102,548,19,152,6,15,2020-12-31
Comunidad Valenciana,1895,1612,306,2925,260,264,2020-12-31
España,11535,949,2018,2121,1316,1684,2020-12-31
Extremadura,220,694,29,1349,24,27,2020-12-31
Galicia,340,414,52,712,42,38,2020-12-31
Islas Baleares,404,1226,89,3048,38,49,2020-12-31
Islas Canarias,279,522,53,1196,19,36,2020-12-31
La Rioja,63,778,14,2333,9,9,2020-12-31
Melilla,11,615,2,1429,1,3,2020-12-31
País Vasco,465,1033,80,1905,38,73,2020-12-31
Principado de Asturias,242,7,64,1988,14,37,2020-12-31
Región de Murcia,208,529,67,1438,33,41,2020-12-31
Andalucía,1095,646,221,1345,127,65,2021-01-04
Aragón,388,933,48,2078,48,16,2021-01-04
Cantabria,116,72,22,1803,13,4,2021-01-04
Castilla y León,586,891,140,2729,59,9,2021-01-04
Castilla-La Mancha,697,1457,105,2685,72,15,2021-01-04
Cataluña,3454,142,457,3551,278,186,2021-01-04
Ceuta,1,5,0,0,0,1,2021-01-04
Comunidad de Madrid,2216,1352,358,2956,212,97,2021-01-04
Comunidad Foral de Navarra,96,516,21,168,1,4,2021-01-04
Comunidad Valenciana,2321,2057,352,3404,312,103,2021-01-04
España,13458,1112,2192,23,1380,562,2021-01-04
Extremadura,321,1015,30,1429,34,3,2021-01-04
Galicia,390,474,56,767,52,9,2021-01-04
Islas Baleares,427,1294,101,3459,36,20,2021-01-04
Islas Canarias,291,545,52,1174,17,0,2021-01-04
La Rioja,86,1062,17,2833,7,2,2021-01-04
Melilla,14,782,2,1429,3,0,2021-01-04
País Vasco,470,1054,74,1766,39,13,2021-01-04
Principado de Asturias,250,723,62,1925,19,3,2021-01-04
Región de Murcia,239,608,74,1588,51,12,2021-01-04
Andalucía,1143,674,204,1258,190,137,2021-01-05
Aragón,441,1063,46,1991,49,32,2021-01-05
Cantabria,107,665,26,2131,19,14,2021-01-05
Castilla y León,583,878,140,2642,69,60,2021-01-05
Castilla-La Mancha,725,1492,106,2684,86,68,2021-01-05
Cataluña,3515,1443,483,3684,347,347,2021-01-05
Ceuta,3,151,0,0,1,0,2021-01-05
Comunidad de Madrid,2304,1403,364,3006,322,199,2021-01-05
Comunidad Foral de Navarra,99,532,19,152,11,8,2021-01-05
Comunidad Valenciana,2385,2068,367,344,387,278,2021-01-05
España,13841,1138,2220,2313,1793,1377,2021-01-05
Extremadura,342,1079,32,1488,36,15,2021-01-05
Galicia,393,478,53,726,58,36,2021-01-05
Islas Baleares,438,1327,102,3458,53,40,2021-01-05
Islas Canarias,285,531,52,1174,16,16,2021-01-05
La Rioja,75,926,17,2833,7,15,2021-01-05
Melilla,15,838,2,1429,3,2,2021-01-05
País Vasco,464,1014,72,171,52,62,2021-01-05
Principado de Asturias,243,702,62,1925,10,15,2021-01-05
Región de Murcia,281,714,73,1567,77,33,2021-01-05
Andalucía,1234,727,231,1407,184,91,2021-01-07
Aragón,419,101,48,2078,36,20,2021-01-07
Cantabria,114,708,26,2131,15,4,2021-01-07
Castilla y León,630,942,133,2509,78,39,2021-01-07
Castilla-La Mancha,766,1579,102,267,83,22,2021-01-07
Cataluña,3623,1483,511,3871,323,231,2021-01-07
Ceuta,6,302,1,588,3,0,2021-01-07
Comunidad de Madrid,2407,1459,384,314,270,129,2021-01-07
Comunidad Foral de Navarra,106,569,15,12,10,5,2021-01-07
Comunidad Valenciana,2578,2229,375,3508,356,137,2021-01-07
España,14543,1193,2307,2397,1651,804,2021-01-07
Extremadura,377,119,39,1814,41,7,2021-01-07
Galicia,403,489,56,767,52,14,2021-01-07
Islas Baleares,441,1335,107,3627,35,24,2021-01-07
Islas Canarias,289,54,51,1151,20,11,2021-01-07
La Rioja,84,1037,21,35,13,2,2021-01-07
Melilla,14,782,2,1429,2,1,2021-01-07
País Vasco,482,1039,68,1631,37,21,2021-01-07
Principado de Asturias,253,73,62,1925,21,10,2021-01-07
Región de Murcia,317,806,75,1609,72,36,2021-01-07
Andalucía,1297,764,234,1429,228,153,2021-01-08
Aragón,445,106,48,2051,72,37,2021-01-08
Cantabria,121,752,23,1885,16,7,2021-01-08
Castilla y León,640,941,130,239,96,72,2021-01-08
Castilla-La Mancha,787,1622,100,2625,97,74,2021-01-08
Cataluña,3711,1517,511,388,372,391,2021-01-08
Ceuta,7,352,1,588,2,3,2021-01-08
Comunidad de Madrid,2454,1479,391,3205,309,246,2021-01-08
Comunidad Foral de Navarra,112,598,14,112,12,8,2021-01-08
Comunidad Valenciana,2708,2334,381,3561,408,261,2021-01-08
España,14951,1222,2318,2405,1944,1537,2021-01-08
Extremadura,396,125,42,1953,56,33,2021-01-08
Galicia,382,462,55,753,60,49,2021-01-08
Islas Baleares,442,1327,108,3576,46,46,2021-01-08
Islas Canarias,296,552,52,1179,32,22,2021-01-08
La Rioja,82,1012,21,35,7,10,2021-01-08
Melilla,13,726,2,1429,0,1,2021-01-08
País Vasco,476,1027,65,1551,52,73,2021-01-08
Principado de Asturias,242,697,60,1863,19,25,2021-01-08
Región de Murcia,340,864,80,1717,60,26,2021-01-08
Andalucía,1588,928,275,1629,250,82,2021-01-11
Aragón,469,1115,47,2009,46,11,2021-01-11
Cantabria,150,932,24,1967,12,8,2021-01-11
Castilla y León,730,1089,140,2724,95,18,2021-01-11
Castilla-La Mancha,912,1893,116,3069,96,24,2021-01-11
Cataluña,3958,1607,530,39,335,189,2021-01-11
Ceuta,9,45,1,588,2,1,2021-01-11
Comunidad de Madrid,2580,1631,403,3557,177,66,2021-01-11
Comunidad Foral de Navarra,114,606,16,128,10,7,2021-01-11
Comunidad Valenciana,3200,2748,430,4004,433,108,2021-01-11
España,16792,1377,2511,2613,1800,615,2021-01-11
Extremadura,456,143,49,2279,39,18,2021-01-11
Galicia,473,57,60,822,72,17,2021-01-11
Islas Baleares,487,1452,121,3967,41,8,2021-01-11
Islas Canarias,314,587,59,1332,31,5,2021-01-11
La Rioja,118,1457,25,4167,13,3,2021-01-11
Melilla,14,782,2,1429,0,2,2021-01-11
País Vasco,517,1098,68,165,40,21,2021-01-11
Principado de Asturias,271,776,57,177,30,5,2021-01-11
Región de Murcia,432,1093,88,1892,78,22,2021-01-11
Andalucía,1767,1009,287,1656,356,186,2021-01-12
Aragón,478,1135,49,2094,78,62,2021-01-12
Cantabria,155,963,27,2213,25,11,2021-01-12
Castilla y León,802,1167,146,2684,117,62,2021-01-12
Castilla-La Mancha,968,1972,126,3273,162,99,2021-01-12
Cataluña,4051,1618,568,4125,448,417,2021-01-12
Ceuta,12,603,1,588,3,0,2021-01-12
Comunidad de Madrid,2814,1677,432,3512,267,85,2021-01-12
Comunidad Foral de Navarra,117,62,15,12,9,6,2021-01-12
Comunidad Valenciana,3264,279,468,4329,482,403,2021-01-12
España,17645,1421,2651,2697,2377,1651,2021-01-12
Extremadura,472,148,53,2465,53,28,2021-01-12
Galicia,483,583,66,899,73,56,2021-01-12
Islas Baleares,482,1438,119,3876,48,47,2021-01-12
