Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios,number_file
Principado de Asturias,2020-04-09,1737,87.6,110,32,8,70
Región de Murcia,2020-04-09,1356,50.87,88,30,3,70
Andalucía,2020-04-10,9510,67.94,691,249,39,71
Aragón,2020-04-10,3831,188.97,409,146,24,71
Cantabria,2020-04-10,1659,146.11,102,40,4,71
Castilla y León,2020-04-10,11102,290.47,1129,584,47,71
Castilla-La Mancha,2020-04-10,13063,449.07,1431,574,109,71
Cataluña,2020-04-10,31824,246.04,3231,781,83,71
Ceuta,2020-04-10,91,87.29,4,7,0,71
Comunidad de Madrid,2020-04-10,44783,383.29,5972,906,172,71
Comunidad Foral de Navarra,2020-04-10,3748,322.07,218,173,4,71
Comunidad Valenciana,2020-04-10,8331,95.91,796,367,29,71
España,2020-04-10,157022,197.68,15843,4576,605,71
Extremadura,2020-04-10,2332,103.12,288,59,5,71
Galicia,2020-04-10,6946,171.29,243,188,12,71
Islas Baleares,2020-04-10,1488,63.77,97,40,8,71
Islas Canarias,2020-04-10,1858,45.51,94,24,2,71
La Rioja,2020-04-10,3076,580.81,196,50,14,71
Melilla,2020-04-10,95,61.28,2,2,0,71
País Vasco,2020-04-10,10103,249.21,729,297,40,71
Principado de Asturias,2020-04-10,1799,87.9,121,62,11,71
Región de Murcia,2020-04-10,1383,44.78,90,27,2,71
Andalucía,2020-04-11,9712,64.59,737,202,46,72
Aragón,2020-04-11,3969,180.17,425,138,16,72
Cantabria,2020-04-11,1719,134.58,107,60,5,72
Castilla y León,2020-04-11,11543,281.39,1180,441,51,72
Castilla-La Mancha,2020-04-11,13456,439.97,1483,393,52,72
Cataluña,2020-04-11,32984,243.91,3331,1160,100,72
Ceuta,2020-04-11,93,89.65,4,2,0,72
Comunidad de Madrid,2020-04-11,45849,365.11,6084,1066,112,72
Comunidad Foral de Navarra,2020-04-11,3817,303.88,227,69,9,72
Comunidad Valenciana,2020-04-11,8578,90.81,818,247,22,72
España,2020-04-11,161852,190.54,16353,4830,510,72
Extremadura,2020-04-11,2486,102.27,303,154,15,72
Galicia,2020-04-11,7176,163.14,261,230,18,72
Islas Baleares,2020-04-11,1507,56.11,102,19,5,72
Islas Canarias,2020-04-11,1887,40.03,95,29,1,72
La Rioja,2020-04-11,3223,564.08,207,147,11,72
Melilla,2020-04-11,98,61.28,2,3,0,72
País Vasco,2020-04-11,10515,243.64,765,412,36,72
Principado de Asturias,2020-04-11,1827,80.47,128,28,7,72
Región de Murcia,2020-04-11,1413,40.9,94,30,4,72
Andalucía,2020-04-12,10006,63.27,799,294,62,73
Aragón,2020-04-12,4070,167.67,450,101,25,73
Cantabria,2020-04-12,1752,125.46,110,33,3,73
Castilla y León,2020-04-12,12118,279.39,1221,575,41,73
Castilla-La Mancha,2020-04-12,13698,415.77,1543,242,60,73
Cataluña,2020-04-12,34027,247.56,3442,1043,111,73
Ceuta,2020-04-12,93,84.93,4,0,0,73
Comunidad de Madrid,2020-04-12,46587,358.83,6278,738,194,73
Comunidad Foral de Navarra,2020-04-12,3969,299.29,232,152,5,73
Comunidad Valenciana,2020-04-12,8841,81.08,838,263,20,73
España,2020-04-12,166019,185.48,16972,4167,619,73
Extremadura,2020-04-12,2580,105.27,312,94,9,73
Galicia,2020-04-12,7336,155.47,274,160,13,73
Islas Baleares,2020-04-12,1534,50.11,112,27,10,73
Islas Canarias,2020-04-12,1918,36.83,95,31,0,73
La Rioja,2020-04-12,3279,520.84,219,56,12,73
Melilla,2020-04-12,98,57.81,2,0,0,73
País Vasco,2020-04-12,10772,227.92,804,257,39,73
Principado de Asturias,2020-04-12,1892,78.61,140,65,12,73
Región de Murcia,2020-04-12,1449,38.62,97,36,3,73
Andalucía,2020-04-13,10187,56.83,815,181,16,74
Aragón,2020-04-13,4187,159.86,464,117,14,74
Cantabria,2020-04-13,1777,116.51,117,25,7,74
Castilla y León,2020-04-13,12628,284.51,1263,510,42,74
Castilla-La Mancha,2020-04-13,14054,403.18,1626,356,83,74
Cataluña,2020-04-13,34726,241.93,3538,699,96,74
Ceuta,2020-04-13,95,82.57,4,2,0,74
Comunidad de Madrid,2020-04-13,47146,346.01,6423,559,145,74
Comunidad Foral de Navarra,2020-04-13,4092,297.46,239,123,7,74
Comunidad Valenciana,2020-04-13,9060,78.94,876,219,38,74
España,2020-04-13,169496,179.26,17489,3477,517,74
Extremadura,2020-04-13,2658,102.84,321,78,9,74
Galicia,2020-04-13,7494,139.69,284,158,10,74
Islas Baleares,2020-04-13,1550,47.85,117,16,5,74
Islas Canarias,2020-04-13,1944,34.36,96,26,1,74
La Rioja,2020-04-13,3358,512.95,223,79,4,74
Melilla,2020-04-13,101,57.81,2,3,0,74
País Vasco,2020-04-13,11018,224.71,831,246,27,74
Principado de Asturias,2020-04-13,1958,78.22,149,66,9,74
Región de Murcia,2020-04-13,1463,35.08,101,14,4,74
Andalucía,2020-04-14,10192,51.98,836,5,21,75
Aragón,2020-04-14,4245,149.55,492,58,28,75
Cantabria,2020-04-14,1796,107.56,120,19,3,75
Castilla y León,2020-04-14,13180,290.43,1299,552,36,75
Castilla-La Mancha,2020-04-14,14329,388.86,1714,275,88,75
Cataluña,2020-04-14,35197,213.99,3666,471,128,75
Ceuta,2020-04-14,96,73.13,4,1,0,75
Comunidad de Madrid,2020-04-14,48048,308.24,6568,902,145,75
Comunidad Foral de Navarra,2020-04-14,4150,282.02,249,58,10,75
Comunidad Valenciana,2020-04-14,9213,74.04,907,153,31,75
España,2020-04-14,172541,166.13,18056,3045,567,75
Extremadura,2020-04-14,2684,98.9,334,26,13,75
Galicia,2020-04-14,7597,54.34,290,103,6,75
Islas Baleares,2020-04-14,1571,43.67,118,21,1,75
Islas Canarias,2020-04-14,1958,32.32,102,14,6,75
La Rioja,2020-04-14,3420,508.21,234,62,11,75
Melilla,2020-04-14,101,54.34,2,0,0,75
País Vasco,2020-04-14,11226,222.21,859,208,28,75
Principado de Asturias,2020-04-14,2051,79.68,156,93,7,75
Región de Murcia,2020-04-14,1487,34.34,106,24,5,75
Andalucía,2020-04-15,10595,49.95,865,403,29,76
Aragón,2020-04-15,4338,1.4,514,93,22,76
Cantabria,2020-04-15,1823,104.98,132,27,12,76
Castilla y León,2020-04-15,13697,285.47,1337,517,38,76
Castilla-La Mancha,2020-04-15,14680,375.48,1755,351,41,76
Cataluña,2020-04-15,36505,215.16,3756,1308,90,76
Ceuta,2020-04-15,98,55.44,4,2,0,76
Comunidad de Madrid,2020-04-15,49526,295.44,6724,1478,156,76
Comunidad Foral de Navarra,2020-04-15,4246,267.34,252,96,3,76
Comunidad Valenciana,2020-04-15,9424,69.99,945,211,38,76
España,2020-04-15,177633,160.54,18579,5092,523,76
Extremadura,2020-04-15,2762,101.43,342,78,8,76
Galicia,2020-04-15,7708,121.36,299,111,9,76
Islas Baleares,2020-04-15,1606,41.32,125,35,7,76
Islas Canarias,2020-04-15,1975,27.63,104,17,2,76
La Rioja,2020-04-15,3457,472.54,246,37,12,76
Melilla,2020-04-15,102,46.25,2,1,0,76
País Vasco,2020-04-15,11475,210.03,902,249,43,76
Principado de Asturias,2020-04-15,2096,75.67,166,45,10,76
Región de Murcia,2020-04-15,1520,32.06,109,33,3,76
Andalucía,2020-04-16,10807,45.58,912,212,47,77
Aragón,2020-04-16,4566,141.44,543,228,29,77
Cantabria,2020-04-16,1845,99.3,137,22,5,77
Castilla y León,2020-04-16,14380,292.76,1372,683,35,77
Castilla-La Mancha,2020-04-16,15151,367.41,1796,471,41,77
Cataluña,2020-04-16,37354,202.6,3855,849,99,77
Ceuta,2020-04-16,100,53.08,4,2,0,77
Comunidad de Madrid,2020-04-16,50694,278.22,6877,1168,153,77
Comunidad Foral de Navarra,2020-04-16,4348,254.66,261,102,9,77
Comunidad Valenciana,2020-04-16,9615,66.09,972,191,27,77
España,2020-04-16,182816,154.34,19130,5183,551,77
Extremadura,2020-04-16,2881,97.78,359,119,17,77
Galicia,2020-04-16,7873,112.28,310,165,11,77
Islas Baleares,2020-04-16,1637,37.67,131,31,6,77
Islas Canarias,2020-04-16,1988,25.26,107,13,3,77
La Rioja,2020-04-16,3916,578.6,257,459,11,77
Melilla,2020-04-16,103,47.41,2,1,0,77
País Vasco,2020-04-16,11790,202.6,956,315,54,77
Principado de Asturias,2020-04-16,2170,76.85,168,74,2,77
Región de Murcia,2020-04-16,1598,34.41,111,78,2,77
Andalucía,2020-04-17,11053,43.72,940,246,28,78
Aragón,2020-04-17,4664,134.54,562,98,19,78
Cantabria,2020-04-17,1884,96.89,144,39,7,78
Castilla y León,2020-04-17,14903,292.89,1401,523,29,78
Castilla-La Mancha,2020-04-17,15997,367.66,1852,846,56,78
Cataluña,2020-04-17,38316,193.56,3752,962,-103,78
Ceuta,2020-04-17,101,46,4,1,0,78
Comunidad de Madrid,2020-04-17,51993,267.21,7007,1299,130,78
Comunidad Foral de Navarra,2020-04-17,4433,244.11,338,85,77,78
Comunidad Valenciana,2020-04-17,9869,64.85,999,254,27,78
España,2020-04-17,188068,149.61,19478,5252,348,78
Extremadura,2020-04-17,3019,105.46,372,138,13,78
Galicia,2020-04-17,8013,103.5,320,140,10,78
Islas Baleares,2020-04-17,1668,35.76,134,31,3,78
Islas Canarias,2020-04-17,2009,24.1,111,21,4,78
La Rioja,2020-04-17,4098,591.54,262,182,5,78
Melilla,2020-04-17,104,39.31,2,1,0,78
País Vasco,2020-04-17,12089,193.04,992,299,36,78
Principado de Asturias,2020-04-17,2230,77.92,174,60,6,78
Región de Murcia,2020-04-17,1625,32.13,112,27,1,78
Andalucía,2020-04-18,11204,43.72,967,151,27,79
Aragón,2020-04-18,4761,134.54,601,97,39,79
Cantabria,2020-04-18,1990,98.89,149,106,5,79
Castilla y León,2020-04-18,15293,292.89,1429,390,28,79
Castilla-La Mancha,2020-04-18,16349,367.66,1913,352,61,79
Cataluña,2020-04-18,39943,193.56,3879,1627,127,79
Ceuta,2020-04-18,112,46,4,11,0,79
Comunidad de Madrid,2020-04-18,52946,267.21,7132,953,125,79
Comunidad Foral de Navarra,2020-04-18,4579,244.11,354,146,16,79
Comunidad Valenciana,2020-04-18,10117,64.85,1042,248,43,79
España,2020-04-18,191726,149.61,20043,3658,565,79
Extremadura,2020-04-18,3131,105.46,380,112,8,79
Galicia,2020-04-18,8084,103.5,334,71,14,79
Islas Baleares,2020-04-18,1748,35.76,148,80,14,79
Islas Canarias,2020-04-18,2035,24.1,115,26,4,79
La Rioja,2020-04-18,4250,591.54,272,152,10,79
Melilla,2020-04-18,104,39.31,2,0,0,79
País Vasco,2020-04-18,12355,193.04,1020,266,28,79
Principado de Asturias,2020-04-18,2272,77.92,187,42,13,79
Región de Murcia,2020-04-18,1647,32.13,115,22,3,79
Andalucía,2020-04-19,11425,34.51,993,221,26,80
Aragón,2020-04-19,4831,121.2,619,70,18,80
Cantabria,2020-04-19,2050,104.81,153,60,4,80
Castilla y León,2020-04-19,15621,286.39,1458,328,29,80
Castilla-La Mancha,2020-04-19,16625,324.37,1963,276,50,80
Cataluña,2020-04-19,40600,189.81,3933,657,54,80
Ceuta,2020-04-19,113,30.67,4,1,0,80
Comunidad de Madrid,2020-04-19,56145,259.63,7239,3199,107,80
Comunidad Foral de Navarra,2020-04-19,4656,236.62,369,77,15,80
Comunidad Valenciana,2020-04-19,10250,55.02,1065,133,23,80
España,2020-04-19,195944,138.61,20453,4218,410,80
Extremadura,2020-04-19,3192,101.99,384,61,4,80
Galicia,2020-04-19,8185,83.02,346,101,12,80
Islas Baleares,2020-04-19,1773,41.76,155,25,7,80
Islas Canarias,2020-04-19,2047,19.74,119,12,4,80
La Rioja,2020-04-19,4330,351.33,277,80,5,80
Melilla,2020-04-19,107,0.03,2,3,0,80
País Vasco,2020-04-19,12569,178.51,1062,214,42,80
Principado de Asturias,2020-04-19,2298,67.76,196,26,9,80
Región de Murcia,2020-04-19,1653,27.38,116,6,1,80
Andalucía,2020-04-20,11555,32.59,1013,130,20,81
Aragón,2020-04-20,4886,116.65,637,55,18,81
Cantabria,2020-04-20,2083,103.26,158,33,5,81
Castilla y León,2020-04-20,15857,280.93,1493,236,35,81
Castilla-La Mancha,2020-04-20,16796,304.69,2021,171,58,81
Cataluña,2020-04-20,41676,193.51,4009,1076,76,81
Ceuta,2020-04-20,111,33.03,4,-2,0,81
Comunidad de Madrid,2020-04-20,56963,252.95,7351,818,112,81
Comunidad Foral de Navarra,2020-04-20,4697,224.09,385,41,16,81
Comunidad Valenciana,2020-04-20,10018,53.64,1079,-232,14,81
España,2020-04-20,200210,135.65,20852,4266,399,81
Extremadura,2020-04-20,3186,104.71,389,-6,5,81
Galicia,2020-04-20,8299,79.57,352,114,6,81
Islas Baleares,2020-04-20,1788,40.71,157,15,2,81
Islas Canarias,2020-04-20,2067,19.41,119,20,0,81
La Rioja,2020-04-20,3734,320.39,285,-596,8,81
Melilla,2020-04-20,104,20.81,2,-3,0,81
País Vasco,2020-04-20,12628,172.93,1081,59,19,81
Principado de Asturias,2020-04-20,2348,68.64,200,50,4,81
Región de Murcia,2020-04-20,1646,25.91,117,-7,1,81
Andalucía,2020-04-21,11689,31.85,1017,134,4,82
Aragón,2020-04-21,4938,112.86,643,52,6,82
Cantabria,2020-04-21,2123,107.04,165,40,7,82
Castilla y León,2020-04-21,16259,278.3,1521,402,28,82
Castilla-La Mancha,2020-04-21,17045,293.58,2075,249,54,82
Cataluña,2020-04-21,43112,192.69,4152,1436,143,82
Ceuta,2020-04-21,115,33.03,4,4,0,82
Comunidad de Madrid,2020-04-21,57997,263.05,7460,1034,109,82
Comunidad Foral de Navarra,2020-04-21,4831,217.97,397,134,12,82
Comunidad Valenciana,2020-04-21,10399,52.78,1089,381,10,82
España,2020-04-21,204178,135.39,21282,3968,430,82
Extremadura,2020-04-21,3269,101.15,397,83,8,82
Galicia,2020-04-21,8468,79.16,360,169,8,82
Islas Baleares,2020-04-21,1808,38.19,161,20,4,82
Islas Canarias,2020-04-21,2085,16.72,120,18,1,82
La Rioja,2020-04-21,3763,289.46,294,29,9,82
Melilla,2020-04-21,110,15.03,2,6,0,82
País Vasco,2020-04-21,12810,171.62,1103,182,22,82
Principado de Asturias,2020-04-21,2365,67.07,202,17,2,82
Región de Murcia,2020-04-21,1696,26.64,120,50,3,82
Andalucía,2020-04-22,11921,31.05,1050,232,33,83
Aragón,2020-04-22,5054,114.08,656,116,13,83
Cantabria,2020-04-22,2160,101.19,167,37,2,83
Castilla y León,2020-04-22,16839,282.59,1554,580,33,83
Castilla-La Mancha,2020-04-22,17321,272.18,2140,276,65,83
Cataluña,2020-04-22,43802,184.42,4247,690,95,83
Ceuta,2020-04-22,118,40.11,4,3,0,83
Comunidad de Madrid,2020-04-22,59199,251.36,7577,1202,117,83
Comunidad Foral de Navarra,2020-04-22,4899,218.89,401,68,4,83
Comunidad Valenciana,2020-04-22,10538,57.62,1106,139,17,83
España,2020-04-22,208389,131.2,21717,4211,435,83
Extremadura,2020-04-22,3230,97.97,404,-39,7,83
Galicia,2020-04-22,8634,77.64,368,166,8,83
Islas Baleares,2020-04-22,1836,36.89,164,28,3,83
Islas Canarias,2020-04-22,2094,15.42,121,9,1,83
La Rioja,2020-04-22,3792,265.47,298,29,4,83
Melilla,2020-04-22,105,13.87,2,-5,0,83
País Vasco,2020-04-22,13044,162.7,1124,234,21,83
Principado de Asturias,2020-04-22,2419,69.81,211,54,9,83
Región de Murcia,2020-04-22,1695,24.7,123,-1,3,83
Andalucía,2020-04-23,12237,30.71,1079,316,29,84
Aragón,2020-04-23,5237,117.64,681,183,25,84
Cantabria,2020-04-23,2206,101.02,173,46,6,84
Castilla y León,2020-04-23,17402,286.89,1582,563,28,84
Castilla-La Mancha,2020-04-23,17557,249.3,2188,236,48,84
Cataluña,2020-04-23,44892,180.44,4343,1090,96,84
Ceuta,2020-04-23,118,40.11,4,0,0,84
Comunidad de Madrid,2020-04-23,60487,249.27,7684,1288,107,84
Comunidad Foral de Navarra,2020-04-23,4994,216.9,409,95,8,84
Comunidad Valenciana,2020-04-23,10692,54.52,1124,154,18,84
España,2020-04-23,213024,128.82,22157,4635,440,84
Extremadura,2020-04-23,3260,92.44,407,30,3,84
Galicia,2020-04-23,8805,75.83,375,171,7,84
Islas Baleares,2020-04-23,1861,35.93,168,25,4,84
Islas Canarias,2020-04-23,2113,12.96,121,19,0,84
La Rioja,2020-04-23,3839,256.63,303,47,5,84
Melilla,2020-04-23,106,15.03,2,1,0,84
País Vasco,2020-04-23,13436,164.42,1167,392,43,84
Principado de Asturias,2020-04-23,2453,70,223,34,12,84
Región de Murcia,2020-04-23,1721,24.43,124,26,1,84
Andalucía,2020-04-24,11536,24.08,1107,-701,28,85
Aragón,2020-04-24,4867,78.53,695,-370,14,85
Cantabria,2020-04-24,2084,73.14,178,-122,5,85
Castilla y León,2020-04-24,15692,191.29,1612,-1710,30,85
Castilla-La Mancha,2020-04-24,15365,113.24,2255,-2192,67,85
Cataluña,2020-04-24,45544,178.76,4393,652,50,85
Ceuta,2020-04-24,100,10.62,4,-18,0,85
Comunidad de Madrid,2020-04-24,58191,201.22,7765,-2296,81,85
Comunidad Foral de Navarra,2020-04-24,4581,127.33,417,-413,8,85
Comunidad Valenciana,2020-04-24,9939,32.14,1147,-753,23,85
España,2020-04-24,202990,97.75,22524,-10034,367,85
Extremadura,2020-04-24,2718,36.15,411,-542,4,85
Galicia,2020-04-24,8932,73.57,382,127,7,85
Islas Baleares,2020-04-24,1821,28.97,172,-40,4,85
Islas Canarias,2020-04-24,2140,13.1,128,27,7,85
La Rioja,2020-04-24,3790,225.38,307,-49,4,85
Melilla,2020-04-24,107,13.87,2,1,0,85
País Vasco,2020-04-24,11881,80.53,1193,-1555,26,85
Principado de Asturias,2020-04-24,2234,42.53,231,-219,8,85
Región de Murcia,2020-04-24,1468,5.69,125,-253,1,85
Andalucía,2020-04-25,11703,23.66,1131,167,24,86
Aragón,2020-04-25,4922,72.24,709,55,14,86
Cantabria,2020-04-25,2071,60.58,182,-13,4,86
Castilla y León,2020-04-25,15999,185.33,1639,307,27,86
Castilla-La Mancha,2020-04-25,15509,100.99,2292,144,37,86
Cataluña,2020-04-25,46261,172.99,4498,717,105,86
Ceuta,2020-04-25,100,8.26,4,0,0,86
Comunidad de Madrid,2020-04-25,58819,194.65,7848,628,83,86
Comunidad Foral de Navarra,2020-04-25,4627,123.81,429,46,12,86
Comunidad Valenciana,2020-04-25,10066,29.74,1172,127,25,86
España,2020-04-25,205905,93.68,22902,2915,378,86
Extremadura,2020-04-25,2718,21.73,416,0,5,86
Galicia,2020-04-25,9116,71.87,388,184,6,86
Islas Baleares,2020-04-25,1847,29.58,174,26,2,86
Islas Canarias,2020-04-25,2155,12.45,130,15,2,86
La Rioja,2020-04-25,3821,188.76,311,31,4,86
Melilla,2020-04-25,108,11.56,2,1,0,86
País Vasco,2020-04-25,12366,83.83,1212,485,19,86
Principado de Asturias,2020-04-25,2238,40.18,239,4,8,86
Región de Murcia,2020-04-25,1468,3.68,126,0,1,86
Andalucía,2020-04-26,11774,21.01,1145,71,14,87
Aragón,2020-04-26,4955,67.08,712,33,3,87
Cantabria,2020-04-26,2083,56.96,183,12,1,87
Castilla y León,2020-04-26,16222,171.03,1666,223,27,87
Castilla-La Mancha,2020-04-26,15609,94.01,2330,100,38,87
Cataluña,2020-04-26,46811,166.56,4566,550,68,87
Ceuta,2020-04-26,100,8.26,4,0,0,87
Comunidad de Madrid,2020-04-26,59126,188.18,7922,307,74,87
Comunidad Foral de Navarra,2020-04-26,4712,113.57,431,85,2,87
Comunidad Valenciana,2020-04-26,10160,26.36,1186,94,14,87
España,2020-04-26,207634,88.49,23190,1729,288,87
Extremadura,2020-04-26,2736,14.61,422,18,6,87
Galicia,2020-04-26,9176,68.16,394,60,6,87
Islas Baleares,2020-04-26,1854,27.84,175,7,1,87
Islas Canarias,2020-04-26,2167,11.56,131,12,1,87
La Rioja,2020-04-26,3861,183.71,315,40,4,87
Melilla,2020-04-26,110,13.87,2,2,0,87
País Vasco,2020-04-26,12455,76.23,1230,89,18,87
Principado de Asturias,2020-04-26,2249,34.9,249,11,10,87
Región de Murcia,2020-04-26,1474,1.67,127,6,1,87
Andalucía,2020-04-27,11852,20.88,1157,78,12,88
Aragón,2020-04-27,4985,60.49,726,30,14,88
Cantabria,2020-04-27,2104,56.27,186,21,3,88
Castilla y León,2020-04-27,16404,157.36,1690,182,24,88
Castilla-La Mancha,2020-04-27,15664,79.2,2365,55,35,88
Cataluña,2020-04-27,47755,169.75,4699,944,133,88
Ceuta,2020-04-27,100,5.9,4,0,0,88
Comunidad de Madrid,2020-04-27,59421,184.22,7986,295,64,88
Comunidad Foral de Navarra,2020-04-27,4733,97.98,432,21,1,88
Comunidad Valenciana,2020-04-27,10180,22.38,1189,20,3,88
España,2020-04-27,209465,85.19,23521,1831,331,88
Extremadura,2020-04-27,2749,8.52,428,13,6,88
Galicia,2020-04-27,9238,64.6,405,62,11,88
Islas Baleares,2020-04-27,1859,26.88,179,5,4,88
Islas Canarias,2020-04-27,2178,10.87,131,11,0,88
La Rioja,2020-04-27,3892,168.56,320,31,5,88
Melilla,2020-04-27,110,10.41,2,0,0,88
País Vasco,2020-04-27,12513,67.72,1241,58,11,88
Principado de Asturias,2020-04-27,2254,28.94,253,5,4,88
Región de Murcia,2020-04-27,1474,0.74,128,0,1,88
Andalucía,2020-04-28,11913,20.32,1168,61,11,89
Aragón,2020-04-28,5004,57.53,735,19,9,89
Cantabria,2020-04-28,2115,72.28,188,11,2,89
Castilla y León,2020-04-28,16589,182.78,1710,185,20,89
Castilla-La Mancha,2020-04-28,15706,167.94,2396,42,31,89
Cataluña,2020-04-28,48158,168.87,4808,403,109,89
Ceuta,2020-04-28,100,14.15,4,0,0,89
Comunidad de Madrid,2020-04-28,59784,176.13,8048,363,62,89
Comunidad Foral de Navarra,2020-04-28,4759,93.09,432,26,0,89
Comunidad Valenciana,2020-04-28,10204,24.46,1200,24,11,89
España,2020-04-28,210773,81.28,23822,1308,301,89
Extremadura,2020-04-28,2751,34.37,433,2,5,89
Galicia,2020-04-28,9328,64.12,412,90,7,89
Islas Baleares,2020-04-28,1870,26.01,181,11,2,89
Islas Canarias,2020-04-28,2187,10.63,133,9,2,89
La Rioja,2020-04-28,3897,150.57,326,5,6,89
Melilla,2020-04-28,114,15.03,2,4,0,89
País Vasco,2020-04-28,12564,60.6,1255,51,14,89
Principado de Asturias,2020-04-28,2255,28.65,261,1,8,89
Región de Murcia,2020-04-28,1475,10.91,130,1,2,89
Andalucía,2020-04-29,12004,18.75,1188,91,20,90
Aragón,2020-04-29,5042,53.36,736,38,1,90
Cantabria,2020-04-29,2146,72.97,191,31,3,90
Castilla y León,2020-04-29,16690,165.45,1736,101,26,90
Castilla-La Mancha,2020-04-29,15785,154.56,2436,79,40,90
Cataluña,2020-04-29,48654,158.29,4905,496,97,90
Ceuta,2020-04-29,101,12.98,4,1,0,90
Comunidad de Madrid,2020-04-29,60765,168.67,8105,981,57,90
Comunidad Foral de Navarra,2020-04-29,4794,115.41,448,35,16,90
Comunidad Valenciana,2020-04-29,10236,20.88,1218,32,18,90
España,2020-04-29,212917,86.29,24275,2144,453,90
Extremadura,2020-04-29,2764,28.28,440,13,7,90
Galicia,2020-04-29,9466,65.12,547,138,135,90
Islas Baleares,2020-04-29,1879,23.75,185,9,4,90
Islas Canarias,2020-04-29,2202,10.54,134,15,1,90
La Rioja,2020-04-29,3910,142.99,330,13,4,90
Melilla,2020-04-29,114,13.87,2,0,0,90
País Vasco,2020-04-29,12619,97.07,1274,55,19,90
Principado de Asturias,2020-04-29,2266,25.32,266,11,5,90
Región de Murcia,2020-04-29,1480,9.04,130,5,0,90
Andalucía,2020-04-30,12048,17.3,1207,44,19,91
Aragón,2020-04-30,5091,51.54,739,49,3,91
Cantabria,2020-04-30,2173,73.83,191,27,0,91
Castilla y León,2020-04-30,16885,145.11,1752,195,16,91
Castilla-La Mancha,2020-04-30,15832,133.7,2463,47,27,91
Cataluña,2020-04-30,48916,150.64,4975,262,70,91
Ceuta,2020-04-30,101,12.98,4,0,0,91
Comunidad de Madrid,2020-04-30,61171,157.23,8176,406,71,91
Comunidad Foral de Navarra,2020-04-30,4815,103.02,451,21,3,91
Comunidad Valenciana,2020-04-30,10331,18.97,1236,95,18,91
España,2020-04-30,213435,78.87,24543,518,268,91
Extremadura,2020-04-30,2785,19.11,446,21,6,91
Galicia,2020-04-30,8697,59.83,547,-769,0,91
Islas Baleares,2020-04-30,1883,21.4,188,4,3,91
Islas Canarias,2020-04-30,2205,10.08,135,3,1,91
La Rioja,2020-04-30,3918,119.63,332,8,2,91
Melilla,2020-04-30,114,12.72,2,0,0,91
País Vasco,2020-04-30,12701,77.59,1296,82,22,91
Principado de Asturias,2020-04-30,2283,19.75,273,17,7,91
Región de Murcia,2020-04-30,1486,4.22,130,6,0,91
Andalucía,2020-05-01,12161,17.7,1238,113,31,92
Aragón,2020-05-01,5116,47.53,749,25,10,92
Cantabria,2020-05-01,2184,69.01,192,11,1,92
Castilla y León,2020-05-01,16993,127.82,1770,108,18,92
Castilla-La Mancha,2020-05-01,15910,95.92,2498,78,35,92
Cataluña,2020-05-01,49307,143.2,5061,391,86,92
Ceuta,2020-05-01,101,12.98,4,0,0,92
Comunidad de Madrid,2020-05-01,61829,83.97,8222,658,46,92
Comunidad Foral de Navarra,2020-05-01,4848,95.08,458,33,7,92
Comunidad Valenciana,2020-05-01,10347,17.21,1245,16,9,92
España,2020-05-01,215216,63.78,24824,1781,281,92
Extremadura,2020-05-01,2811,14.52,451,26,5,92
Galicia,2020-05-01,8848,60.23,555,151,8,92
Islas Baleares,2020-05-01,1894,19.66,193,11,5,92
Islas Canarias,2020-05-01,2206,9.15,136,1,1,92
